movie_title,movie_info,critics_consensus,rating,genre,directors,writers,cast,in_theaters_date,on_streaming_date,runtime_in_minutes,studio_name,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
Doctor Dolittle,"Rex Harrison, although not at all like the portly man described in Hugh Lofting's charming series of children's stories, is sheer perfection as the kindly animal doctor in Leslie Bricusse's musical fantasy Doctor Dolittle. Sadly, Harrison is the only thing nearing perfection in this overstuffed and over-mounted fiasco that nearly brought down 20th Century Fox. Considered a lunatic because he can converse in 498 animal dialects, Dolittle gathers up his friends Matthew Mugg (Anthony Newley) and Emma Fairfax (Samantha Eggar) and heads off on a journey to the South Seas to find the elusive great pink snail and the giant lunar moth. Along the way, the group encounters a succession of bizarre human and animal characters -- most notably the legendary pushme-pullyou, an animal so freakish that it compels Albert Blossom (Richard Attenborough) to burst out into the exuberant song, ""I've never Seen Anything Like It in My Life."" Incredibly, the film was nominated for a Best Picture Oscar in 1967. ~ Paul Brenner, Rovi",,G,"Action & Adventure, Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Richard Fleischer,Leslie Bricusse,"Rex Harrison, Samantha Eggar, Anthony Newley, Richard Attenborough, Peter Bull, William Dix, Geoffrey Holder, Muriel Landers, Portia Nelson, Norma Varden, Ray Erlenborn",1967-12-19,2000-10-31,145,20th Century Fox,Rotten,32,19,57,73371
Everyone's Hero,"A young boy finds himself at an extraordinary crossroads: He has a chance to be a hero--and make a difference against incredible odds--or he can play it safe. With faith in himself instilled by his family, he teams up with a sassy young girl and some off-the-wall sidekicks and embarks on a sometimes perilous, often funny, cross-country quest. In the process, he restores his family's honor, befriends the world's biggest sports superstar and reveals the hero within.",Everyone's Hero is such a predictable and bland tale that it'll appeal mostly to little kids; others seeking something in Pixar's league are looking in the wrong ballpark.,G,"Action & Adventure, Animation, Comedy, Kids & Family","Christopher Reeve, Dan St. Pierre, Colin Brady, Daniel St. Pierre","Robert Kurtz, Jeff Hand, Bob Kurtz","Jake T. Austin, Raven-Symoné, Whoopi Goldberg, Rob Reiner, William H. Macy, Mandy Patinkin, Dana Reeve, Brian Dennehy, Forest Whitaker, Joe Torre, Robin Williams, Robert Wagner, Richard Kind, Jason Harris, Conor J. White, Cherise Booth, Cherise Boothe, Ed Helms, Ron Tippe, Conor J. White, Gideon Jacobs, Amanda Parsons, Ritchie Allen, Jesse Bronstein, Ralph Coppola, Ray Iannicelli, Marcus Maurice, Will Reeve",2006-09-15,2007-03-20,87,20th Century Fox,Rotten,42,69,44,76595
Gentlemen Prefer Blondes,"Second-billed Marilyn Monroe is the blonde in question in this second film version of Gentlemen Prefer Blondes: Miss Lorelei Lee, whose philosophy is ""diamonds are a girl's best friend."" Together with her best human friend Dorothy (top-billed Jane Russell), showgirl Lorelei embarks upon a boat trip to Paris, where she intends to marry millionaire Gus Esmond (Tommy Noonan). En route, the girls are bedeviled by private detective Malone (Elliot Reid), hired by Esmond's father (Taylor Holmes) to make certain that Lorelei isn't just another gold-digger. When Dorothy falls in love with the poverty-stricken Malone, Lorelei decides to find her pal a wealthier potential husband, and that's how she gets mixed up with flirtatious diamond merchant Sir Francis Beekman (Charles Coburn) and precocious youngster Henry Spofford III (George ""Foghorn"" Winslow). Most of the Leo Robin-Jule Styne songs from the Broadway show remain intact, including Marilyn Monroe's rendition of ""Diamonds are a Girl's Best Friend,"" a production number later imitated by pop icon Madonna. ~ Hal Erickson, Rovi","Anchored by Marilyn Monroe and Jane Russell's sparkling magnetism, Gentlemen Prefer Blondes is a delightfully entertaining 1950s musical.",G,"Classics, Comedy, Musical & Performing Arts, Romance",Howard Hawks,Charles Lederer,"Marilyn Monroe, Jane Russell, Charles Coburn, Elliott Reid, Tommy Noonan, Tom Noonan, George Winslow, Taylor Holmes, Norma Varden, Marcel Dalio, Howard Wendell, Steven Geray, Henri Letondal, Leo Mostovoy, Alex Frazer, Harry Carey Jr., George Davis, Alphonse Martell, James Moultrie, Fred Moultrie, Freddie Moultrie, Jean De Briac, George Dee, Peter Camlin, Jean Del Val, Ray Montgomery, Alvy Moore, Robert Nichols, Charles Tannen, Jimmy Young, Charles De Ravenne, John Close, William Cabanne, Philip Sylvestre, Jack Chefe, Alfred Paix, Max Willenz, Rolfe Sedan, Jimmy Saung, Robert Foulk, Ralph Peters, Harry Seymour, George Chakiris, Howard Hawks",1953-07-15,2001-05-29,91,20th Century Fox,Certified Fresh,98,42,83,40630
"Hello, Dolly!","Twenty-seven-year-old Barbra Streisand seemed an inappropriate choice for middle-aged, match-making widow Dolly Levi, but her energy carries her right through the role and dominates the lackluster movie around her. The plot, drawn from Thornton Wilder's The Matchmaker (itself based on a 19th-century British farce), is set in motion when Yonkers feed store clerk Cornelius Hackl (Michael Crawford) celebrates his promotion by taking his pal Barnaby Tucker (Danny Lockin) to New York City for a ""corking good time."" But Cornelius and Barnaby can't avoid crossing paths with their boss Horace Vandergelder (Walter Matthau), who'd give them Holy Ned if he saw them in a fancy restaurant with two fancy girls instead of tending the store. Mr. Vandergelder himself is the object of Dolly's affections, though she pretends to have only a professional interest in the widowed merchant, going through the motions of finding him a new wife when in fact she'd like to be the lucky bride herself. The film's musical set pieces include a show-stopping rendition of the title number, with Louis Armstrong more or less playing himself. The biggest number is ""Before the Parade Passes By,"" in which thousands of costumed marchers and atmosphere extras cavort before a huge replica of a New York City thoroughfare in the 1890s (actually the main entrance of the 20th Century-Fox studio, with period facades adorning the office buildings). An artifact of an era in which Broadway musicals were a significant part of popular culture, Hello Dolly seemed bizarrely irrelevant in the social turmoil of the late 1960s, and it became one of the late-1960s big-budget failures that led Hollywood studios toward a different kind of filmmaking in the 1970s. ~ Hal Erickson, Rovi","Though Streisand charms, she's miscast as the titular middle-aged widow in Gene Kelly's sluggish and over-produced final directorial effort.",G,"Classics, Comedy, Musical & Performing Arts",Gene Kelly,Ernest Lehman,"Barbra Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew, Louis Armstrong, E.J. Peaker, Danny Lockin, Tommy Tune, Judy Knaiz, Joyce Ames, David Hurst, Fritz Feld, Richard Collier, J. Pat O'Malley, David Ahdar, Will Ahern, Harry Monty, Ralph Roberts, Melanie Alexander, Scatman Crothers, Jim Hutchinson, E. J. Peaker, Ben Archibek",1969-12-16,2003-08-19,146,20th Century Fox,Rotten,43,30,76,21168
Hombre,"Yes, Paul Newman is a blue-eyed Indian in Hombre, but this apparent ethnic error is carefully justified in the body of the story. Newman plays a white man who was raised by the Apaches, and ever since has straddled two worlds, feeling truly comfortable in neither. While riding a stagecoach, Newman is subject to the racial bias of banker Fredric March and his snooty wife Barbara Rush. In truth, March is an embezzler, and has no reason to feel superior to anyone. This fact comes out when the coach is held up by murderous bandit-chief Richard Boone. When the passengers fight back, Boone takes Rush as a hostage. Newman, who by rights should be supremely satisfied that his tormentors are themselves tormented, proves himself the bravest of the passengers, sacrificing his own life to save Rush and put an end to Boone's reign of terror. Hombre is based on a novel by suspense specialist Elmore Leonard. ~ Hal Erickson, Rovi",,G,"Action & Adventure, Western",Martin Ritt,"Irving Ravetch, Harriet Frank Jr. / Irving Ravetch","Paul Newman, Fredric March, Diane Cilento, Richard Boone, Cameron Mitchell, Barbara Rush, Peter Lazer, Maggie Blye, Martin Balsam, Skip Ward, Frank Silvera, David Canary, Val Avery, Larry Ward, Pete Hernandez, Merrill C. Isbell, Linda Cordova",1967-01-01,2002-06-04,111,20th Century Fox,Fresh,93,15,80,3953
Dr. Seuss' Horton Hears a Who!,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,"Horton Hears A Who! is both whimsical and heartwarming, and is the rare Dr. Seuss adaptation that stays true to the spirit of the source material.",G,"Action & Adventure, Animation, Kids & Family","Steve Martino, Jimmy Hayward","Cinco Paul, Ken Daruio","Jim Carrey, Steve Carell, Carol Burnett, Will Arnett, Seth Rogen, Dan Fogler, Isla Fisher, Jonah Hill, Amy Poehler, Jaime Pressly, Charles Osgood, Josh Flitter, Niecy Nash, Jesse McCartney, Shelby Adamowsky, Jack Angel, Caitlin Rose Anderson, Emily Anderson, Jan Rabson, John Cygan, Jess Harnell, Debi Derryberry, Samantha Raye Droke, Karen Disher, Marshall Erwin Efron, Bill Farmer, Jason Fricchione, Heather Goldenhersh, Selena Gomez, James Hayward, Joey King, Christina Martino, Laraine Newman, Tim Nordquist, Colleen O'Shaughnessey, Laura Ortiz, Joe Pasquale",2008-03-03,2008-12-09,86,20th Century Fox,Certified Fresh,79,132,73,415431
Mr. Hobbs Takes a Vacation,"Screenwriter Nunnally Johnson adapted the novel by author Edward Streeter, whose work was also the basis of Father of the Bride (1950), into this domestic comedy. James Stewart and Maureen O'Hara star as Roger and Peggy Hobbs, a St. Louis couple with a large brood who desire a seaside vacation. Renting a cottage by the ocean is just the first step in a summer fraught with disasters, including a couch potato son, a shy daughter with newly installed braces, a pair of grown daughters who have married badly, and a local yachtsman with eyes for Peggy. Not to mention the ramshackle state of the shoreline abode, Roger and Peggy's new grandparent status, and incidents involving a sexy neighbor, a sailboat regatta and bird watching. ~ Karl Williams, Rovi",,G,"Classics, Comedy, Kids & Family",Henry Koster,"Nunally Johnson, Nunnally Johnson","James Stewart, Maureen O'Hara, Fabian, John Saxon, Marie Wilson, Reginald Gardiner, Lauri Peters, John McGiver, Lili Gentle, Valerie Varda, Natalie Trundy, Josh Peine, Michael Burns, Minerva Urecal, Richard Collier, Peter Oliphant, Tom Lowell, Stephen Mines, Dennis Whitcomb, Michael Sean, Sherry Alberoni, True Ellison, Daryl Duke, Ernie Gutierrez, Reginald Beckwith, Barbara Mansell, Maida Severn, Darryl Duke, Doris Packer",1962-06-15,2005-09-06,116,20th Century Fox,Fresh,80,15,70,3164
Mr. Magorium's Wonder Emporium,"Set in a magical toy shop which affords adults the opportunity to retain a child's sense of magic and wonder in their lives, a clerk must decide whether she wants to run the store after its current owner Mr. Magorium passes away.","Mr. Magorium's Wonder Emporium's title is much more fun that the film itself, as the colorful visuals and talented players can't make up for a bland story.",G,"Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Zach Helm,Zach Helm,"Dustin Hoffman, Natalie Portman, Jason Bateman, Zach Mills, Ted Ludzik, Taryn Turney, Madalena Brancatella, Paula Boudreau, Kathryn Greenwood, Mike Realba, Steve Whitmire, Liam Powley-Webster, Marcia Bennett, Oliver Masuda, Samantha Harvey, Jesse Bostick, Isaac Durnford, Daniel Gordon, Rebecca Northan, Dash Grundy, Dylan Authors, Aidan Koper, Lin Lin Feng, He Wen, Gan Zhen, Quancetia Hamilton, Matt Baram, Jonathan Potts, Matthew Peart, David Rendall, Kiele Sanchez, Michael Costa-Parke, Milo Gladstein",2007-11-16,2008-03-04,94,20th Century Fox,Rotten,38,124,55,328516
Ramona and Beezus,"The adventures of young Ramona Quimby (newcomer Joey King) and her big sister Beezus (Selena Gomez) come to life in this all new film based on the best-selling books (over 30 million...and counting) by Beverly Cleary. Ramona's vivid imagination, boundless energy, and accident-prone antics keep everyone she meets on their toes. But her irrepressible sense of fun, adventure and mischief come in handy when she puts her mind to helping save her family's home. John Corbett (My Big Fat Greek Wedding) and Bridget Moynahan (I, Robot) also star as Ramona and Beezus' parents, Robert and Dorothy Quimby, while Ginnifer Goodwin (He's Just Not That Into You) portrays the girls' Aunt Bea, opposite Josh Duhamel (Transformers) as Bea's former flame, Hobart. Sandra Oh (Grey's Anatomy) plays Ramona's third grade teacher, Mrs. Meacham. Elizabeth Allen (Aquamarine) directs from a screenplay by Laurie Craig and Nick Pustay. Denise Di Novi and Alison Greenspan produce for Fox 2000 Pictures and Walden Media. The cinematographer is John Bailey, ASC; Brent Thomas is the production designer; and Jane Moran is the editor. Co-producer is Brad Van Arragon. Music is by Mark Mothersbaugh, and the music supervisor is Julia Michels. -- (C) 20th Century Fox","If Ramona and Beezus fails to capture the essence of its classic source material, it's sunny, sweet, and wholesome.",G,"Comedy, Kids & Family",Elizabeth Allen,"Laurie Craig, Nick Pustay","Joey King, Selena Gomez, John Corbett, Bridget Moynahan, Ginnifer Goodwin, Josh Duhamel, Jason Spevack, Sierra McCormick, Sandra Oh, Kathryn Zenna, Janet Wright, Ruby Curtis, Hutch Dano, Patti Allan, D. Garnet Harding, Daniel Vasquez, Andrew McNee, Tom Pickett, Lynda Boyd, Dace Norman, George C. Wolfe, Nancy Robertson, Calista Bashuk, Eileen Barrett, Donnelly Rhodes, Ian Bruce Thompson, Brandi Alexander, Aila McCubbing, Zanti McCubbing, Miller",2010-07-23,2010-11-09,103,20th Century Fox,Certified Fresh,70,90,71,65243
Rio,"From the makers of the hit Ice Age series comes Rio, a comedy adventure about taking a walk on the wild side. Blu is a domesticated Macaw who never learned to fly, living a comfortable life with his owner and best friend Linda in the small town of Moose Lake, Minnesota. Blu and Linda think he's the last of his kind, but when they learn about another Macaw who lives in Rio de Janeiro, they head to the faraway and exotic land to find Jewel, Blu's female counterpart. Not long after they arrive, Blu and Jewel are kidnapped by a group of bungling animal smugglers. With the help of street smart Jewel, and a group of wise-cracking and smooth-talking city birds, Blu escapes. Now, with his new friends by his side, Blu will have to find the courage to learn to fly, thwart the kidnappers who are hot on their trail, and return to Linda, the best friend a bird ever had. -- (C) Fox","This straightforward movie reaches great heights thanks to its colorful visual palette, catchy music, and funny vocal performances.",G,"Action & Adventure, Animation, Comedy, Kids & Family",Carlos Saldanha,"Carlos Saldanha, Earl Richie Jones, Todd R. Jones, Don Rhymer, Joshua Sternin, Jeffrey Ventimilia, Sam Harper, Josh Sternin, Jeff Ventimilia","Anne Hathaway, Jesse Eisenberg, will.i.am, Jamie Foxx, George Lopez, Tracy Morgan, Jemaine Clement, Rodrigo Santoro, Leslie Mann, Jake T. Austin, Jane Lynch, Wanda Sykes, Davi Vieira, Carlos Ponce, Jeff Garcia, Karen Disher, Jason Fricchione, Sofia Scarpa Saldanha, Kelly Keaton, Gracinha Leporace, Phil Miler, Bernardo De Paula, Carlos Saldanha, Renato D'Angelo, Thomas F. Wilson, Cindy Slattery, Justine Warwick, Bebel Gilberto, Judah Friedlander, Francisco Ramos, Tim Nordquist, Miriam Wallen, José Carlos de Oliveira, Sergio Mendes, Michael Dean Ester",2011-04-15,2011-08-02,99,20th Century Fox,Fresh,72,148,71,90196
Rio 2,"It's a jungle out there for Blu, Jewel and their three kids in RIO 2, after they're hurtled from that magical city to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all - his father-in-law. All our favorite RIO characters are back, and they're joined by Oscar (R) nominee Andy Garcia, Grammy (R) winner Bruno Mars, Tony (R) winner Kristin Chenoweth and Oscar/Emmy (R)/Tony winner Rita Moreno. RIO 2 also features new Brazilian artists and original music by Janelle Monae and Wondaland. (c) Fox","Like most sequels, Rio 2 takes its predecessor's basic template and tries to make it bigger -- which means it's even busier, more colorful, and ultimately more exhausting for viewers outside the youthful target demographic.",G,"Animation, Comedy, Kids & Family",Carlos Saldanha,"Carlos Saldanha, Don Rhymer, Carlos Kotkin, Jenny Bicks, Yoni Brenner","Anne Hathaway, Jesse Eisenberg, will.i.am, Jamie Foxx, George Lopez, Tracy Morgan, Jemaine Clement, Rodrigo Santoro, Leslie Mann, Jake T. Austin, Natalie Morales, Rita Moreno, Rachel Crow, Amandla Stenberg, Pierce Gagnon, Andy Garcia, Janelle Monáe, Kristin Chenoweth, Bruno Mars, Bebel Gilberto, Carlinhos Brown, Jim Conroy, Bernardo De Paula, Nola Donkin, Miguel Ferrer, Jeff Garcia, Jason Harris, Amy Heidemann, Kevin W. Keane, Philip Lawrence Qualmann, Gracinha Leporace, Sergio Mendes, Kate Micucci, Pablo Ramírez, Marco Antonio Regil, Peter Pamela Rose, Carlos Saldanha, Sofia Scarpa Saldanha, Manoela Scarpa Saldanha, Rafael Scarpa Saldanha, Cindy Slattery, Randy Thom, Claira Nicole Titman, Miriam Wallen",2014-04-11,2014-07-15,102,20th Century Fox,Rotten,48,115,58,105607
River of No Return,"Director Otto Preminger's only western, River of No Return is set in Canada during the 19th century Gold Rush. Farmer Matt Calder (Robert Mitchum) is released from prison after serving a sentence for shooting a man in the back to protect a friend. He arrives in a small town to retrieve his young son, Mark (Tommy Rettig), who has befriended a sultry saloon singer, Kay (Marilyn Monroe). Matt is also friendly with Kay, and thanks her profusely for looking after Mark, but distrusts her paramour, Harry Weston (Rory Calhoun)- a gambler with the morals of an alley cat. Matt and Mark return to their rural homestead, but soon glimpse Kay and Harry on a sinking raft, apparently en route to make good on a gold claim; Matt rescues the two of them, but doesn't count on Harry doing an about face, beating him up, and stealing his horse and gun; Kay stays behind to look after Matt. Meanwhile, the Indians go on the warpath, and the defenseless trio decides to seek refuge by fleeing the farm and sailing down the river on a raft. En route, the son - thanks to Kay's doing - is unexpectedly disillusioned about the father's original crime. Moreover, as Matt approaches town, he begins to plot a decisive revenge against Harry. ~ Hal Erickson, Rovi",,G,"Action & Adventure, Classics, Drama, Western",Otto Preminger,Frank Fenton,"Robert Mitchum, Marilyn Monroe, Rory Calhoun, Tommy Rettig, Murvyn Vye, Douglas Spencer, Ed Hinton, Don Beddoe, Jack Mather, Edmund Cobb, Will Wright, Jarma Lewis, Hal Baylor, Arthur Shields, John Doucette, Barbara Nichols, Paul Newlan, Ralph Sanford, Mitchell Lawrence, John Patrick Veitch, John Patrick Veitch, Larry Chance, Fay Morley, Claire André, Harry Seymour, Jerome Schaeffer, Ann McCrea, Geneva Gray, Harry Monty, John Cliff, Mitchell Kowal",1954-04-30,2002-05-14,91,20th Century Fox,Rotten,57,14,53,6356
The Robe,"Historically important as the first CinemaScope feature film, 20th Century-Fox's The Robe is fine dramatic entertainment in its own right. Based on the best-selling novel by Lloyd C. Douglas, the film stars Richard Burton as the wastrelly Roman tribune who is assigned by a weary Pontius Pilate (Richard Boone, who spends the whole of his single scene washing his hands) to supervise the crucifixion of Christ. After the Seven Last Words, the jaded Burton wins Christ's robe in a dice game. Gradually, the mystical influence of the holy garment transforms Burton from a roistering cynic into a True Believer--at the cost of his own life, which he willingly gives up in the service of his Lord. Also starring in The Robe are Jean Simmons as Burton's pious childhood sweetheart, Victor Mature as his Christian-convert slave Demetrius (an excellent performance--in fact, Mature is more believable than Burton!), Michael Rennie as the disciple Peter, and Jay Robinson as the raving Emperor Caligula. Mature, Rennie and Robinson would appear in the 1954 sequel to The Robe, the hurriedly assembled Demetrius and the Gladiators. Watch and listen for the unbilled contributions of Michael Ansara as Judas and Cameron Mitchell as the voice of Jesus. The film won three Academy Awards, and a special Oscar bestowed upon Fox for the development of CinemaScope. For many years, the TV prints of the Robe were struck from the ""flat,"" standard-ratio version shot simultaneously with the widescreen version. Only recently has the CinemaScope The Robe been made available to cable TV (shown in ""letterbox"" format to allow home viewers the full picture). ~ Hal Erickson, Rovi",,G,"Classics, Drama, Faith & Spirituality",Henry Koster,"Philip Dunne, Albert Maltz, Gina Kaus","Richard Burton, Jean Simmons, Victor Mature, Michael Rennie, Jay Robinson, Dean Jagger, Torin Thatcher, Richard Boone, Betta St John, Jeff Morrow, Ernest Thesiger, Dawn Addams, Leon Askin, Frank Pulaski, David Leonard, Michael Ansara, Helen Beverly, Nicholas Koster, Francis Pierlot, Frank de Kova, Thomas Browne Henry, Anthony Eustrel, Pamela Robinson, Jay Novello, Tom Browne Henry, Emmett Lynn, Sally Corner, Rosalind Ivan, George E. Stone, Marc Snow, Anne Bancroft, Mae Marsh, George Keymas, John Doucette, Ford Rainey, Sam Gilman, Harry Shearer, Virginia Lee, Anthony Jochim, Leo Curley, Jean Corbett, Joan Corbett, Gloria Saunders, Percy Helton, George H. Melford, Ed Mundy, Roy Gordon, A. Ben Astar, Alex Pope, George Robotham, Hayden Rorke, Dan Ferniel, Van Des Autels, Cameron Mitchell, Bella St. John",1953-09-16,2001-10-16,135,20th Century Fox,Rotten,33,18,69,6005
The Snows of Kilimanjaro,"In this film, based on Ernest Hemingway's short story, Gregory Peck plays a character based on Hemingway crony F. Scott Fitzgerald. While hunting in the African mountains, Peck is seriously wounded. In the few hours he has left, Peck reflects upon what he considers a wasted life.",,G,"Action & Adventure, Classics, Drama",Henry King,Casey Robinson,"Gregory Peck, Susan Hayward, Ava Gardner, Hildegarde Neff, Hildegard Knef, Torin Thatcher, Leo G Carroll, Ava Norring, Marcel Dalio, Helene Stanley, Richard Allan, Ivan Lebedeff, Bert Freed, Andres Vincente Gomez, Leonard Carey, Paul Thompson, Emmett E. Smith, Victor Wood, Agnes Laury, Monique Chantel, Janine Grandel, Charley Bates, John Dodsworth, Charles Bates, Lisa Ferraday, Maya Van Horn, Martin Garralaga, Salvador Baguez, George Navarro, George Davis, Julian Rivero, Edward Colmans, Ernest Brunner, Richard Arlen, Arthur Brunner",1952-01-01,1998-06-30,117,20th Century Fox,Fresh,100,5,52,1270
The Peanuts Movie,"Charlie Brown, Snoopy, Lucy, Linus and the rest of the beloved ""Peanuts"" gang make their big-screen debut, like they've never been seen before, in state of the art 3D animation. Charlie Brown, the world's most beloved underdog, embarks upon an epic and heroic quest, while his best pal, the lovable beagle Snoopy, takes to the skies to pursue his arch-nemesis, the Red Baron. From the imagination of Charles M. Schulz and the creators of the ICE AGE films, THE PEANUTS MOVIE will prove that every underdog has his day. (C) Fox",The Peanuts Movie offers a colorful gateway into the world of its classic characters and a sweetly nostalgic -- if relatively unambitious -- treat for the adults who grew up with them.,G,"Animation, Kids & Family",Steve Martino,"Bryan Schulz, Craig Schulz, Charles M. Schulz, Cornelius Uliano","Noah Schnapp, Hadley Belle Miller, Alexander Garfin, Mariel Sheets, Bill Melendez, Anastasia Bredikhina, Noah Johnston, Rebecca Bloom, Venus Schultheis, Rebecca Bloom, A.J. Tecce, Venus Schultheis, A.J. Tecce, Francesca Capaldi, William Wunsch, Marleik ""Mar Mar"" Walker, Madisyn Shipman, Mar Mar, Anastasia Bredikhina, Micah Revelli, William ""Alex"" Wunsch, Micah Revelli, Kristin Chenoweth, Holly Dorff, Kelly Michelle Mills, Al Nelson, Tessa Netting, Randall Thompson, Randy Trager, Randall Thom, Gwendolyn Yates-Whittle, Tim Davies",2015-11-06,2016-03-08,92,20th Century Fox,Certified Fresh,87,193,76,66964
There's No Business Like Show Business,"Molly and Terry Donahue, plus there three children, are The Five Donahues. Son Tim meets hat-check girl Vicky and the family acts begins to fall apart.",,G,"Classics, Comedy, Drama, Musical & Performing Arts",Walter Lang,"Phoebe Ephron, Henry Ephron","Ethel Merman, Donald O'Connor, Marilyn Monroe, Dan Dailey, Mitzi Gaynor, Johnnie Ray, Richard Eastham, Hugh O'Brian, Frank McHugh, Rhys Williams, Lee Patrick, Chick Chandler, Eve Miller, Robin Raymond, Lyle Talbot, George Melford, Alvy Moore, Henry Slate, Gavin Gordon, Nolan Leary, Mimi Gibson, Linda Lowell, John Potter, Jimmy Baird, Billy Chapin, Neal McCaskill, Donald Gamble, Charlotte Austin, John Doucette, Isabelle Dwan, Donald Kerr",1954-12-01,2002-05-14,117,20th Century Fox,Fresh,67,12,57,7031
